id,ticker,date,price
8f92d2c9-6889-4cb5-8b11-f2bfb02bc687,APPL,1733211381,305
d24d86c5-664f-4ea3-834b-e4be3690b251,APPL,1733211382,305
1ca3c07d-cd97-401d-a5ff-05c6f0e20c2c,APPL,1733211382,305
e0295fe5-f24b-429c-a3e9-02a74a6d978d,APPL,1733211383,315
9ec6f126-2177-447f-a5bc-d706a07f7ff4,APPL,1733211383,315
70f33c6b-2509-4e0e-9c25-16b67dd71f55,APPL,1733211384,315
80279efb-949f-4438-960d-4d0f27007b06,APPL,1733211385,325
6c57d38c-eed6-425f-a516-2a82ff2ee8ca,APPL,1733211385,325
bb25e7bd-e0a7-495c-a551-0b989e46fa1a,APPL,1733211385,340
5fb82e6d-bcfc-4df8-990f-3d6c725ed396,APPL,1733211386,295
27c7aa9b-3af2-45f0-9298-9960c13a4529,APPL,1733211386,345
c0c84c73-dde2-4cf5-baad-7389fbf9c935,APPL,1733211387,285
4b624558-3284-4156-95e9-6a6f11fcbaca,APPL,1733211387,355
5ba3055f-b8fe-4a16-a550-420eec839555,APPL,1733211387,285
7d9bbd1d-26d5-4b97-84e6-7687b70c7f10,APPL,1733211388,355
4bf3796a-8cf9-45b3-86a0-3ccbaa90f268,APPL,1733211388,285
3278011b-75ed-487d-8648-9f92c6f4fcd4,APPL,1733211388,280
00d47741-a498-4cb0-9ed2-8b61fe81be73,APPL,1733211389,345
0a191398-ed19-44e6-a138-d82e84d3f707,APPL,1733211389,345
d9f5e015-fbc7-400f-9b85-01a2aa772b2c,APPL,1733211389,355
049414d4-3e42-40a1-a616-465117ed782c,APPL,1733211389,280
9248ed1d-e096-4bb6-9cd9-95ea1e558fbd,APPL,1733211390,380
ffb821ca-1ebd-4527-ae7f-10e20c8f62a1,APPL,1733211390,380
cb3b256b-2860-4e4c-b53f-4957d9c7432c,APPL,1733211390,390
07d1ec0d-3514-446b-aa91-1770a8d2cd64,APPL,1733211390,400
237c512b-062a-4d37-aa33-8f965d1c3438,APPL,1733211391,415
835630a9-2e78-4359-b763-46b3dbc68b41,APPL,1733211391,280
